"",TRAINS,4613,4615,4617,4623,4627,4631,4633,4635,4639,4641,4643,4651
"",,Q,Q,Q,Q,Q,Q,Q,Q,,,,
A.M.,A.M.,A.M.,A.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,A.M.
Departing from:,,,,,,,,,,,,,
arrive World Financial Center,,,6.10,6.10,,,6.50,,,7.20,7.30,7.30,7.30,,,,,8.10,8.10,8.10,8.10
Secaucus Junction,,5.23,,,5.51,6.16,,6.31,,,,,,,,,,,,,
NEW YORK,5.30,5.36,,,6.04,6.29,,6.44,6.59,,,,,7.19,7.28,7.35,7.40,,,,
"",Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
"",6314,6614,208,6410,312,412,1002,6616,6318,872,212,414,6620,6214,1006,6320,808,416,6624,6324,6216
"",A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.
HACKETTSTOWN,,,,,,,,,,6.45,,,,,,,,,,,
Mount Olive,,,,,,,,,,6.56,,,,,,,,,,,
Netcong,,,,,,,,,,7.01,,,,,,,,,,,
Lake Hopatcong,,,,,,,6.42,,,7.05,,,,,7.19,,7.41,,,,
Mount Arlington,,,,,,,6.46,,,7.09,,,,,7.23,,7.45,,,,
DOVER,,6.44,,,,,6.54,7.04,,7.17,,,7.33,,7.31,,7.54,,8.08,,
Denville,,6.52,,,,,7.01,7.12,,7.24,,,7.41,,7.38,,8.00,,8.15,,
Mount Tabor,,,,,,,,,,7.27,,,,,,,8.03,,8.17,,
Morris Plains,,6.59,,,,,,7.19,,7.34,,,7.48,,,,8.10,,8.23,,
Morristown,,7.03,,,,,,7.24,,7.38,,,7.52,,,,8.14,,8.28,,
Convent,,7.07,,,,,,7.28,,7.43,,,7.56,,,,8.18,,8.32,,
Madison,,7.12,,,,,,7.32,,7.47,,,8.01,,,,8.22,,8.37,,
Chatham,,7.16,,,,,,7.37,,7.51,,,8.06,,,,8.26,,8.41,,
GLADSTONE,,,,6.33,,6.50,,,,,,7.19,,,,,,7.51,,,
Peapack,,,,6.37,,6.54,,,,,,7.23,,,,,,7.55,,,
Far Hills,,,,6.41,,6.59,,,,,,7.28,,,,,,7.59,,,
Bernardsville,,,,6.49,,7.05,,,,,,7.34,,,,,,8.06,,,
Basking Ridge,,,,6.52,,7.08,,,,,,7.37,,,,,,8.08,,,
Lyons,,,,6.56,,7.12,,,,,,7.41,,,,,,8.11,,,
Millington,,,,7.00,,7.15,,,,,,7.44,,,,,,8.14,,,
Stirling,,,,7.03,,7.18,,,,,,7.47,,,,,,8.18,,,
Gillette,,,,7.06,,7.21,,,,,,7.50,,,,,,8.21,,,
Berkeley Heights,,,,7.10,,7.24,,,,,,7.53,,,,,,8.24,,,
Murray Hill,,,,7.15,,7.28,,,,,,7.58,,,,,,8.29,,,
New Providence,,,,7.19,,7.32,,,,,,8.01,,,,,,8.32,,,
Summit - Arrive,,,,7.25,,7.36,,7.44,,7.57,,8.06,8.12,,,,8.32,8.37,8.47,,
Summit - Depart,7.13,,,7.26,7.32,7.37,,7.45,,7.58,,8.07,8.13,,,8.20,8.33,8.37,8.48,8.56,
Short Hills,,,,7.33,,7.42,,,,8.03,,,,,,8.25,,8.42,8.52,,
Millburn,7.21,,,,,7.45,,7.51,,8.06,,,,,,8.29,,8.45,8.55,,
Maplewood,7.27,,,,7.45,,,,8.00,,,8.14,,,,8.33,8.41,,,9.03,
South Orange,,7.32,,,7.49,,,,8.05,,,8.17,8.24,,,8.37,8.44,,,9.07,
Mountain Station,,,,,7.52,,,,,,,8.21,,,,,8.46,,,,
Highland Avenue,,,,,7.55,,,,,,,,,,,,8.49,,,,
Orange,,,,,7.58,,,,,,,,,,,8.42,8.52,,,9.12,
Brick Church,,,,7.44,8.01,,,,8.12,,,,,,,8.45,8.54,,,9.16,
East Orange,,,,,8.04,,,,,,,,,,,,8.57,,,,
Newark Broad Street,,L 7.41,L 7.44,,L 8.09,L 7.57,L 8.00,8.04,,L 8.18,L 8.21,8.28,,8.37,8.44,8.51,L 9.02,8.57,9.07,L 9.21,9.26
HOBOKEN,,,8.00,,8.27,8.13,8.17,,,8.34,8.37,8.44,,,9.02,,9.20,9.13,,,
via PATH,,,8.14,,8.38,8.22,8.30,,,8.46,8.46,8.54,,,9.10,,9.34,9.26,,,
arrive World Trade Center,,,8.25,,8.49,8.33,8.41,,,8.57,8.57,9.05,,,9.21,,9.45,9.37,,,
via Ferry,,,8.20,,8.40,8.20,8.40,,,9.00,9.00,9.00,,,9.20,,9.40,9.20,,,
arrive World Financial Center,,,8.30,,8.50,8.30,8.50,,,9.10,9.10,9.10,,,9.30,,9.50,9.30,,,
Secaucus Junction,7.48,,,,,,,,,,,,,,,,,,9.18,,9.38
NEW YORK,8.02,8.04,,8.12,,,,8.29,8.39,,,,8.55,8.59,,9.12,,,9.31,9.42,9.51
"",626,480,6628,1074,6328,6222,6332,6632,418,6226,6636,420,6230,6640,422,6234,854,6644,424,6238
"",A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.
HACKETTSTOWN,,,,8.24,,,,,,,,,,,,,11.58,,,
Mount Olive,,,,8.35,,,,,,,,,,,,,12.09,,,
Netcong,,,,8.40,,,,,,,,,,,,,12.13,,,
Lake Hopatcong,,,,8.45,,,,,,,,,,,,,12.19,,,
Mount Arlington,,,,8.49,,,,,,,,,,,,,12.23,,,
DOVER,8.32,,9.06,8.58,,,,10.06,,,10.49,,,11.58,,,12.32,12.58,,
Denville,8.38,,9.13,9.04,,,,10.13,,,10.58,,,12.07,,,12.40,1.07,,
Mount Tabor,,,9.16,,,,,10.16,,,11.01,,,,,,12.42,,,
Morris Plains,8.45,,9.22,,,,,10.22,,,11.07,,,12.14,,,12.49,1.14,,
Morristown,8.48,,9.27,,,,,10.27,,,11.11,,,12.18,,,12.52,1.18,,
Convent,8.52,,9.31,,,,,10.31,,,11.15,,,12.22,,,12.56,1.22,,
Madison,8.56,,9.35,,,,,10.35,,,11.19,,,12.26,,,1.00,1.26,,
Chatham,8.59,,9.39,,,,,10.39,,,11.23,,,12.30,,,1.04,1.30,,
GLADSTONE,,,,,,,,,9.56,,,10.56,,,11.56,,,,12.56,
Peapack,,,,,,,,,10.00,,,11.00,,,12.00,,,,1.00,
Far Hills,,,,,,,,,10.04,,,11.06,,,12.06,,,,1.06,
Bernardsville,,8.55,,,,,,,10.11,,,11.12,,,12.12,,,,1.12,
Basking Ridge,,8.58,,,,,,,10.14,,,11.15,,,12.15,,,,1.15,
Lyons,,9.00,,,,,,,10.18,,,11.18,,,12.18,,,,1.18,
Millington,,9.03,,,,,,,10.21,,,11.21,,,12.21,,,,1.21,
Stirling,,9.07,,,,,,,10.24,,,11.23,,,12.23,,,,1.23,
Gillette,,9.09,,,,,,,10.26,,,11.26,,,12.26,,,,1.26,
Berkeley Heights,,9.12,,,,,,,10.29,,,11.29,,,12.29,,,,1.29,
Murray Hill,,9.17,,,,,,,10.34,,,11.34,,,12.34,,,,1.34,
New Providence,,9.21,,,,,,,10.38,,,11.37,,,12.38,,,,1.38,
Summit - Arrive,9.05,9.26,9.45,,,,,10.45,10.42,,11.28,11.42,,12.35,12.42,,1.10,1.35,1.42,
Summit - Depart,9.05,9.26,9.46,,9.50,,10.28,10.46,10.49,,11.29,11.42,,12.36,12.42,,1.11,1.36,1.42,
Short Hills,9.10,9.30,,,9.55,,10.32,,10.54,,11.33,11.47,,12.40,12.47,,1.15,1.40,1.47,
Millburn,9.12,9.33,,,9.58,,10.35,,10.57,,11.36,11.50,,12.43,12.50,,1.18,1.43,1.50,
Maplewood,9.16,9.36,,,10.02,,10.38,,11.00,,11.40,11.53,,12.47,12.54,,1.21,1.47,1.54,
South Orange,9.19,9.39,,,10.06,,10.42,,11.03,,11.43,11.56,,12.50,12.57,,1.25,1.50,1.57,
Mountain Station,,9.41,,,,,,,11.05,,,11.59,,,12.59,,1.27,,1.59,
Highland Avenue,,9.44,,,,,,,11.08,,,12.01,,,1.01,,1.29,,2.01,
Orange,9.23,9.46,,,10.10,,10.46,,11.10,,11.48,12.03,,12.55,1.03,,1.32,1.55,2.03,
Brick Church,9.25,9.48,,,10.14,,10.50,,11.12,,11.51,12.05,,12.58,1.06,,1.34,1.58,2.06,
East Orange,,9.50,,,,,,,11.14,,,12.07,,,1.08,,1.37,,2.08,
Newark Broad Street,L 9.30,9.55,10.03,10.12,10.19,10.34,10.55,11.03,11.19,11.23,11.57,12.12,12.19,1.04,1.12,1.19,1.42,2.04,2.12,2.20
HOBOKEN,9.46,10.12,,10.30,,,,,11.36,,,12.29,,,1.29,,2.00,,2.29,
via PATH,9.53,10.19,,10.49,,,,,11.49,,,12.49,,,1.49,,2.19,,2.49,
arrive World Trade Center,10.04,10.30,,11.00,,,,,12.00,,,1.00,,,2.00,,2.30,,3.00,
via Ferry,10.00,10.20,,10.40,,,,,12.00,,,12.40,,,1.40,,2.20,,2.40,
arrive World Financial Center,10.10,10.30,,10.50,,,,,12.10,,,12.50,,,1.50,,2.30,,2.50,
Secaucus Junction,,,,,,10.44,11.05,11.15,,11.35,12.07,,12.31,1.14,,1.29,,2.14,,2.33
NEW YORK,,,10.25,,10.40,10.56,11.19,11.28,,11.50,12.21,,12.44,1.27,,1.42,,2.27,,2.47
"",Q,Q,,,,,,,,,,,,,,,,,,BUS
"",858,6668,264,336,6670,6270,882,6672,434,674,6274,6674,884,6676,438,6278,682,6280,440,442
"",P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.
HACKETTSTOWN,,,,,,,7.06,,,,,,8.32,,,,,,,
Mount Olive,5.56,,,,,,7.17,,,,,,8.43,,,,,,,
Netcong,6.01,,,,,,7.21,,,,,,8.48,,,,,,,
Lake Hopatcong,6.07,,,,,,7.27,,,,,,8.52,,,,,,,
Mount Arlington,6.12,,,,,,7.31,,,,,,8.56,,,,,,,
DOVER,6.21,6.27,,,7.03,,7.39,7.58,,8.26,,8.39,9.04,9.32,,,10.29,,,B 11.30
Denville,6.28,6.36,,,7.10,,7.46,8.05,,8.33,,8.47,9.10,9.39,,,10.36,,,B 11.38
Mount Tabor,,,,,,,7.48,,,,,,9.13,,,,10.39,,,
Morris Plains,6.35,6.43,,,7.16,,7.54,8.11,,8.40,,8.53,9.19,9.46,,,10.45,,,B 11.45
Morristown,6.39,6.47,,,7.20,,7.58,8.15,,8.43,,8.57,9.23,9.50,,,10.49,,,B 11.49
Convent,6.43,6.51,,,7.24,,8.02,8.19,,8.47,,9.01,9.27,9.54,,,10.52,,,B 11.53
Madison,6.47,6.55,,,7.27,,8.06,8.23,,8.51,,9.05,9.31,9.58,,,10.56,,,B 11.57
Chatham,6.51,6.59,,,7.31,,8.10,8.27,,8.55,,9.09,9.35,10.01,,,11.00,,,B 12.01
GLADSTONE,,,,,,,,,,,,,,,9.31,,,,10.49,11.53
Peapack,,,,,,,,,8.16,,,,,,9.35,,,,10.53,11.57
Far Hills,,,,,,,,,8.20,,,,,,9.39,,,,10.57,12.01
Bernardsville,,,,,,,,,8.26,,,,,,9.45,,,,11.05,12.09
Basking Ridge,,,,,,,,,8.29,,,,,,9.48,,,,11.07,12.11
Lyons,,,,,,,,,8.32,,,,,,9.51,,,,11.10,12.14
Millington,,,,,,,,,8.35,,,,,,9.54,,,,11.13,12.17
Stirling,,,,,,,,,8.38,,,,,,9.57,,,,11.16,12.20
Gillette,,,,,,,,,8.41,,,,,,10.00,,,,11.18,12.22
Berkeley Heights,,,,,,,,,8.43,,,,,,10.02,,,,11.21,12.25
Murray Hill,,B,,,,,,,8.48,,,,,,10.07,,,,11.26,12.29
New Providence,,B,,,,,,,8.51,,,,,,10.10,,,,11.29,12.32
Summit - Arrive,6.58,7.05,,,7.37,,8.16,8.33,8.56,9.00,,9.15,9.41,10.08,10.15,,11.05,,11.33,12.37
Summit - Depart,6.58,7.06,,7.31,7.38,,8.16,8.33,8.56,9.00,,9.15,9.41,10.08,10.16,,11.06,,11.33,12.37
Short Hills,7.03,,,7.35,7.42,,8.21,8.38,,9.04,,9.20,,10.12,10.21,,11.10,,11.38,12.42
Millburn,7.06,7.12,,7.38,7.45,,8.23,8.41,,9.07,,9.23,9.47,10.15,10.24,,11.13,,11.41,12.45
Maplewood,,7.16,,7.42,7.49,,8.27,8.45,,9.11,,9.27,,10.19,10.27,,11.16,,11.45,12.48
South Orange,,7.19,,7.45,7.52,,8.30,8.48,,9.14,,9.30,9.53,10.23,10.30,,11.20,,11.48,12.51
Mountain Station,,,,7.47,,,8.33,,,9.16,,,,,10.32,,11.22,,11.50,12.53
Highland Avenue,,,,7.49,,,8.35,,,9.18,,,,,10.34,,11.24,,11.52,12.55
Orange,,7.24,,7.51,7.56,,8.38,,,9.20,,9.35,9.57,10.27,10.36,,11.26,,11.54,12.57
Brick Church,,7.27,,7.54,8.00,,8.40,8.54,,9.22,,9.38,10.00,10.31,10.39,,11.29,,11.56,12.59
East Orange,,,,7.56,,,8.43,,,9.24,,,,,10.41,,11.31,,11.58,1.01
Newark Broad Street,7.19,7.33,7.52,8.01,8.05,8.36,8.48,9.00,9.12,9.29,9.41,9.44,10.06,10.36,10.45,10.53,11.36,11.40,12.02,1.06
HOBOKEN,7.36,,8.09,8.16,,,9.06,,9.28,9.46,,,10.24,,11.02,,11.55,,12.19,1.22
via PATH,7.49,,8.25,8.25,,,9.13,,9.43,9.58,,,10.43,,11.13,,J 12.37,,J 12.37,J 1.47
arrive World Trade Center,8.00,,8.36,8.36,,,9.24,,9.54,10.09,,,10.54,,11.24,,12.55,,12.55,2.15
via Ferry,8.00,,8.20,8.40,,,,,,,,,,,,,,,,
arrive World Financial Center,8.10,,8.30,8.50,,,,,,,,,,,,,,,,
Secaucus Junction,,7.43,,,8.16,8.47,,9.10,,,9.50,9.54,,10.47,,11.03,,11.51,,
NEW YORK,,7.56,,,8.29,9.00,,9.23,,,10.05,10.07,,11.00,,11.16,,12.05,,
"",,,,,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
"",301,871,6209,6305,211,607,609,6307,6213,481,6607,6215,309,6611,409,6613,6219,6315,6617,411,6227,851
"",A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.
NEW YORK,,,5.53,5.58,,,,6.41,6.50,,7.07,7.29,,7.40,,8.02,8.14,8.28,8.38,,9.09,
Secaucus Junction,,,,6.07,,,,6.50,7.00,,7.16,7.38,,7.49,,8.11,8.23,8.37,8.47,,9.18,
via PATH from WTC,J 3.50,J 4.30,,,J 5.05,5.58,6.08,,,6.38,,,7.08,,7.28,,,,,8.35,,8.51
arrive HOBOKEN,4.23,5.03,,,5.38,6.09,6.19,,,6.49,,,7.19,,7.39,,,,,8.46,,9.02
via FERRY from WFC,,,,,,,6.10,,,6.30,,,7.10,,7.30,,,,,8.30,,8.50
arrive HOBOKEN,,,,,,,6.20,,,6.40,,,7.20,,7.40,,,,,8.40,,9.00
HOBOKEN,4.39,5.38,,,6.10,6.18,6.34,,,6.59,,,7.35,,7.54,,,,,8.54,,9.13
Newark Broad Street,4.57,5.56,6.10,L 6.16,6.26,6.36,6.50,7.01,7.09,7.16,7.26,7.47,7.51,7.58,8.12,8.20,8.32,8.47,8.57,9.11,9.27,9.31
East Orange,5.02,6.01,,,,6.41,6.56,,,7.21,,,,8.05,8.16,8.26,,,,9.15,,9.36
Brick Church,5.04,6.04,,6.23,,6.43,6.58,7.07,,7.23,7.32,,7.59,8.08,8.19,8.28,,,9.03,9.17,,9.38
Orange,5.07,6.06,,6.26,,6.46,7.01,7.10,,7.25,7.35,,8.02,8.11,8.22,8.31,,,9.06,9.19,,9.41
Highland Avenue,5.09,6.08,,,,6.49,7.03,,,7.27,,,,8.13,8.24,8.34,,,,9.21,,9.43
Mountain Station,5.11,6.10,,,,6.51,7.05,,,7.30,,,,8.16,8.27,8.36,,,,9.23,,9.45
South Orange,5.13,6.13,,L 6.31,,6.53,7.08,7.15,,7.32,7.40,,8.07,8.18,8.29,8.39,,8.57,9.11,9.25,,9.48
Maplewood,5.16,6.16,,L 6.34,,6.56,7.10,7.18,,7.35,7.43,,8.10,8.21,8.32,8.42,,9.01,9.14,9.28,,9.51
Millburn,5.20,6.19,,L 6.38,,7.00,7.14,7.22,,7.39,7.47,,8.14,8.25,8.36,8.46,,9.05,9.18,9.31,,9.54
Short Hills,5.23,6.22,,,,7.03,7.17,7.26,,7.41,7.50,,8.17,8.28,8.39,8.49,,9.09,,9.33,,9.58
Summit - Arrive,5.28,6.28,,6.47,,7.08,7.23,7.32,,7.46,7.54,,8.23,8.33,8.44,8.55,,9.15,9.26,9.38,,10.03
Summit - Depart,,6.28,,,,7.08,7.23,,,7.46,7.55,,,8.34,8.44,8.55,,,9.27,9.38,,10.04
New Providence,B,,,,,B,,,,7.50,,,B,,8.48,B,,,,9.42,,
Murray Hill,B,,,,,B,,,,7.55,,,B,,8.52,B,,,,9.45,,
Berkeley Heights,,,,,,,,,,8.01,,,,,8.56,,,,,9.50,,
Gillette,,,,,,,,,,8.04,,,,,8.59,,,,,9.52,,
Stirling,,,,,,,,,,8.10,,,,,9.03,,,,,9.55,,
Millington,,,,,,,,,,8.21,,,,,L 9.12,,,,,9.57,,
Lyons,,,,,,,,,,8.24,,,,,L 9.15,,,,,10.00,,
Basking Ridge,,,,,,,,,,8.27,,,,,L 9.18,,,,,10.03,,
Bernardsville,,,,,,,,,,8.31,,,,,L 9.21,,,,,10.08,,
Far Hills,,,,,,,,,,,,,,,L 9.28,,,,,10.18,,
Peapack,,,,,,,,,,,,,,,L 9.32,,,,,L 10.22,,
GLADSTONE,,,,,,,,,,,,,,,9.36,,,,,10.26,,
Chatham,,6.34,,,,7.14,7.29,,,,8.01,,,8.40,,9.01,,,9.33,,,10.10
Madison,,6.38,,,,7.18,7.33,,,,8.05,,,8.44,,9.05,,,9.37,,,10.14
Convent,,6.42,,,,7.22,7.37,,,,8.10,,,8.48,,9.10,,,9.42,,,10.18
Morristown,,6.46,,,,7.26,7.41,,,,8.14,,,8.52,,9.14,,,9.46,,,10.23
Morris Plains,,6.51,,,,7.30,7.46,,,,8.18,,,8.56,,9.19,,,9.51,,,10.29
Mount Tabor,,6.58,,,,7.37,,,,,8.25,,,,,,,,,,,10.36
Denville,,7.01,,,,7.40,7.54,,,,8.27,,,9.04,,9.27,,,9.59,,,10.39
DOVER,,7.08,,,,7.48,8.01,,,,8.35,,,9.13,,9.35,,,10.09,,,10.46
Mount Arlington,,7.17,,,,,,,,,,,,,,,,,,,,10.53
Lake Hopatcong,,7.22,,,,,,,,,,,,,,,,,,,,10.58
Netcong,,7.28,,,,,,,,,,,,,,,,,,,,11.05
Mount Olive,,7.33,,,,,,,,,,,,,,,,,,,,11.09
HACKETTSTOWN,,7.48,,,,,,,,,,,,,,,,,,,,11.28
"",Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
"",6317,413,6231,6619,6233,415,6621,6237,417,6625,6241,419,6627,6245,421,6631,1001,8935,877,6635,423,6251
"",A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.
NEW YORK,9.22,,9.43,10.04,10.29,,10.46,11.29,,11.46,12.29,,12.47,1.29,,1.51,,2.22,,2.30,,2.51
Secaucus Junction,9.31,,9.53,10.14,10.38,,10.56,11.38,,11.56,12.38,,12.57,1.38,,2.01,,,,2.40,,3.01
via PATH from WTC,,9.15,,,,10.12,,,11.12,,,12.12,,,1.12,,1.27,,1.57,,2.12,
arrive HOBOKEN,,9.26,,,,10.23,,,11.23,,,12.23,,,1.23,,1.38,,2.08,,2.23,
via FERRY from WFC,,9.10,,,,10.10,,,11.10,,,12.10,,,1.10,,1.30,,2.10,,2.10,
arrive HOBOKEN,,9.20,,,,10.20,,,11.20,,,12.20,,,1.20,,1.40,,2.20,,2.20,
HOBOKEN,,9.38,,,,10.38,,,11.38,,,12.38,,,1.38,,1.58,,2.27,,2.42,
Newark Broad Street,9.40,9.55,10.03,10.23,10.49,10.55,11.05,11.49,11.55,12.05,12.49,12.55,1.06,1.49,1.55,2.11,2.16,2.39,2.46,2.51,2.59,3.11
East Orange,,9.59,,,,10.59,,,11.59,,,12.59,,,2.00,,,,,,3.04,
Brick Church,9.45,10.01,,10.29,,11.01,11.11,,12.01,12.11,,1.01,1.12,,2.02,2.17,,L 2.46,,2.57,3.06,
Orange,9.48,10.04,,10.32,,11.04,11.14,,12.04,12.14,,1.04,1.15,,2.04,2.20,,L 2.49,,3.00,3.08,
Highland Avenue,,10.06,,,,11.06,,,12.06,,,1.06,,,2.06,,,,,,3.10,
Mountain Station,,10.08,,,,11.08,,,12.08,,,1.08,,,2.08,,,,,3.05,3.12,
South Orange,9.53,10.10,,10.37,,11.10,11.19,,12.10,12.19,,1.10,1.20,,2.10,2.25,,L 2.54,,3.07,3.14,
Maplewood,9.56,10.12,,10.40,,11.12,11.22,,12.12,12.22,,1.12,1.23,,2.13,2.28,,L 2.58,,3.10,3.17,
Millburn,9.59,10.16,,10.44,,11.16,11.26,,12.16,12.26,,1.16,1.27,,2.16,2.32,,L 3.03,,3.14,3.20,
Short Hills,10.02,10.18,,10.47,,11.18,11.29,,12.18,12.29,,1.18,1.30,,2.18,2.36,,L 3.07,,3.17,3.22,
Summit - Arrive,10.08,10.23,,10.51,,11.23,11.34,,12.23,12.34,,1.23,1.35,,2.23,2.42,,L 3.12,3.03,3.22,3.27,
Summit - Depart,,10.23,,10.52,,11.23,11.34,,12.23,12.34,,1.23,1.35,,2.23,2.42,,L 3.13,3.03,3.22,3.27,
New Providence,,10.27,,,,11.27,,,12.27,B,,1.27,B,,2.27,,,,,,3.31,
Murray Hill,,10.31,,,,11.31,,,12.31,B,,1.31,B,,2.32,,,,B,,3.35,
Berkeley Heights,,10.37,,,,11.37,,,12.37,,,1.37,,,2.37,,,,,,3.39,
Gillette,,10.39,,,,11.39,,,12.39,,,1.39,,,2.39,,,,,,3.41,
Stirling,,10.42,,,,11.42,,,12.42,,,1.42,,,2.42,,,,,,3.44,
Millington,,10.45,,,,11.45,,,12.45,,,1.45,,,2.45,,,,,,3.47,
Lyons,,10.48,,,,11.48,,,12.48,,,1.48,,,2.48,,,,,,3.50,
Basking Ridge,,10.51,,,,11.51,,,12.51,,,1.51,,,2.51,,,,,,3.53,
Bernardsville,,10.53,,,,11.53,,,12.53,,,1.55,,,2.53,,,,,,3.55,
Far Hills,,11.01,,,,12.01,,,1.01,,,2.02,,,3.01,,,,,,4.03,
Peapack,,11.09,,,,L 12.09,,,L 1.09,,,2.12,,,3.09,,,,,,4.09,
GLADSTONE,,11.13,,,,12.13,,,1.13,,,2.16,,,3.13,,,,,,4.13,
Chatham,,,,10.57,,,11.40,,,12.40,,,1.41,,,2.48,,L 3.19,3.09,3.28,,
Madison,,,,11.01,,,11.44,,,12.44,,,1.45,,,2.52,,L 3.23,3.13,3.32,,
Convent,,,,11.05,,,11.48,,,12.48,,,1.49,,,2.57,,L 3.28,3.17,3.36,,
Morristown,,,,11.09,,,11.52,,,12.52,,,1.53,,,3.01,,L 3.32,3.21,3.40,,
Morris Plains,,,,11.13,,,11.56,,,12.56,,,1.57,,,3.06,,L 3.36,3.26,3.45,,
Mount Tabor,,,,11.20,,,,,,,,,,,,3.13,,,3.33,3.52,,
Denville,,,,11.23,,,12.04,,,1.04,,,2.05,,,3.16,3.22,L 3.44,3.35,3.55,,
DOVER,,,,11.34,,,12.13,,,1.15,,,2.16,,,3.25,3.30,3.53,3.42,4.05,,
Mount Arlington,,,,,,,,,,,,,,,,,,,3.50,,,
Lake Hopatcong,,,,,,,,,,,,,,,,,,,3.55,,,
Netcong,,,,,,,,,,,,,,,,,,,4.02,,,
Mount Olive,,,,,,,,,,,,,,,,,,,4.07,,,
HACKETTSTOWN,,,,,,,,,,,,,,,,,,,4.23,,,
"",Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
"",6339,6639,325,1003,485,6253,8941,853,6341,6641,427,1079,643,6343,6643,6263,645,429,1055,6647,6431,267
"",P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.
NEW YORK,3.22,3.26,,,,3.47,3.49,,4.07,4.15,,,,4.43,4.46,4.52,,,,5.14,5.18,
Secaucus Junction,,,,,,3.57,,,,,,,,,4.56,,,,,,,
via PATH from WTC,,,3.12,3.12,3.12,,,3.36,,,4.10,4.10,4.10,,,,4.44,4.44,4.52,,,5.00
arrive HOBOKEN,,,3.23,3.23,3.23,,,3.47,,,4.21,4.21,4.21,,,,4.55,4.55,5.03,,,5.11
via FERRY from WFC,,,3.10,3.10,3.10,,,3.30,,,4.10,4.10,4.10,,,,4.30,4.30,4.50,,,5.00
arrive HOBOKEN,,,3.20,3.20,3.20,,,3.40,,,4.20,4.20,4.20,,,,4.40,4.40,5.00,,,5.10
HOBOKEN,,,3.30,3.34,3.37,,,3.55,,,4.28,4.32,4.35,,,,5.02,5.06,5.12,,,5.25
Newark Broad Street,3.39,3.43,3.47,3.51,3.54,4.07,,4.13,4.24,4.33,4.45,4.49,4.52,5.01,5.06,5.10,5.18,5.23,5.28,5.31,,5.41
East Orange,,,3.52,,,,,,4.29,,,,,5.06,,,5.23,,,,,
Brick Church,3.45,,3.54,,,,,,4.32,,,,4.58,5.09,,,5.26,,,,L 5.40,
Orange,3.48,,3.56,,,,,,4.35,,,,5.01,5.12,,,5.29,,,,L 5.43,
Highland Avenue,,,3.58,,,,,,4.37,,,,,5.14,,,5.31,,,,,
Mountain Station,,,4.01,,,,,,4.40,,,,,5.16,,,5.33,,,,,
South Orange,3.53,,4.03,,,,L 4.16,4.22,4.42,,,,5.06,5.19,,,5.36,,,,L 5.49,
Maplewood,3.56,,4.06,,,,L 4.19,4.25,4.45,,,,5.09,5.22,,,5.39,,,L 5.44,,
Millburn,4.00,,4.11,,,,,4.28,L 4.49,,,,5.13,L 5.26,,,,5.35,,L 5.48,,
Short Hills,,3.57,,,4.07,,,,,L 4.47,L 4.59,,,,5.22,,,5.38,,L 5.52,,
Summit - Arrive,4.07,4.01,4.16,,4.12,,L 4.26,4.35,4.56,L 4.51,L 5.03,,5.18,5.32,5.27,,5.47,5.43,,,L 6.01,
Summit - Depart,,4.02,,,4.12,,L 4.27,4.35,,L 4.52,L 5.04,,5.18,,5.27,,5.48,5.43,,,L 6.02,
New Providence,,,,,4.16,,,,,,L 5.08,,,,,,,L 5.47,,,L 6.07,
Murray Hill,,,,,L 4.19,,,,,,L 5.12,,,,,,,L 5.50,,,L 6.10,
Berkeley Heights,,,,,L 4.23,,,,,,L 5.16,,,,,,,L 5.54,,,L 6.15,
Gillette,,,,,L 4.25,,,,,,L 5.18,,,,,,,L 5.57,,,L 6.18,
